Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
8.55,-0.262,2.495,0.0
8.555,-0.26,2.453,0.0
8.56,-0.243,2.332,0.0
8.565,-0.231,2.235,0.0
8.57,-0.24,2.162,0.0
8.575,-0.216,2.053,0.0
8.58,-0.215,2.033,0.0
8.585,-0.21,1.918,0.0
8.59,-0.19,1.865,0.0
8.595,-0.191,1.817,0.0
8.6,-0.187,1.72,0.0
8.605,-0.169,1.655,0.0
8.61,-0.169,1.637,0.0
8.615,-0.169,1.585,0.0
8.62,-0.154,1.5,0.0
8.625,-0.146,1.45,0.0
8.63,-0.147,1.408,0.0
8.635,-0.142,1.378,0.0
8.64,-0.132,1.32,0.0
8.645,-0.125,1.263,0.0
8.65,-0.123,1.245,0.0
8.655,-0.124,1.205,0.0
8.66,-0.111,1.142,0.0
8.665,-0.106,1.103,0.0
8.67,-0.104,1.082,0.0
8.675,-0.102,1.045,0.0
8.68,-0.104,1.023,0.0
8.685,-0.097,0.98,0.0
8.69,-0.086,0.94,0.0
8.695,-0.082,0.903,0.0
8.7,-0.082,0.88,0.0
8.705,-0.081,0.855,0.0
8.71,-0.081,0.832,0.0
8.715,-0.075,0.795,0.0
8.72,-0.069,0.76,0.0
8.725,-0.066,0.735,0.0
8.73,-0.062,0.717,0.0
8.735,-0.06,0.695,0.0
8.74,-0.06,0.688,0.0
8.745,-0.06,0.673,0.0
8.75,-0.06,0.66,0.0
8.755,-0.056,0.625,0.0
8.76,-0.051,0.59,0.0
8.765,-0.045,0.577,0.0
8.77,-0.045,0.567,0.0
8.775,-0.043,0.545,0.0
8.78,-0.04,0.525,0.0
8.785,-0.041,0.523,0.0
8.79,-0.04,0.498,0.0
8.795,-0.04,0.477,0.0
8.8,-0.038,0.465,0.0
8.805,-0.034,0.445,0.0
8.81,-0.033,0.43,0.0
8.815,-0.029,0.405,0.0
8.82,-0.029,0.403,0.0
8.825,-0.025,0.385,0.0
8.83,-0.025,0.385,0.0
8.835,-0.023,0.368,0.0
8.84,-0.023,0.368,0.0
8.845,-0.023,0.355,0.0
8.85,-0.021,0.347,0.0
8.855,-0.022,0.34,0.0
8.86,-0.021,0.333,0.0
8.865,-0.02,0.325,0.0
8.87,-0.019,0.312,0.0
8.875,-0.019,0.308,0.0
8.88,-0.017,0.303,0.0
8.885,-0.014,0.282,0.0
8.89,-0.014,0.275,0.0
8.895,-0.014,0.268,0.0
8.9,-0.01,0.257,0.0
8.905,-0.01,0.248,0.0
8.91,-0.009,0.237,0.0
8.915,-0.008,0.23,0.0
8.92,-0.007,0.222,0.0
8.925,-0.006,0.218,0.0
8.93,-0.005,0.205,0.0
8.935,-0.004,0.2,0.0
8.94,-0.003,0.192,0.0
8.945,-0.002,0.185,0.0
8.95,-0.002,0.178,0.0
8.955,-0.002,0.178,0.0
8.96,-0.0,0.17,0.0
8.965,0.001,0.162,0.0
8.97,0.001,0.153,0.0
8.975,0.002,0.148,0.0
8.98,0.002,0.14,0.0
8.985,0.004,0.13,0.0
8.99,0.004,0.12,0.0
8.995,0.006,0.12,0.0
9.0,0.006,0.11,0.0
9.005,0.007,0.1,0.0
9.01,0.007,0.098,0.0
9.015,0.007,0.098,0.0
9.02,0.007,0.093,0.0
9.025,0.008,0.087,0.0
9.03,0.008,0.085,0.0
9.035,0.009,0.08,0.0
9.04,0.009,0.08,0.0
9.045,0.01,0.07,0.0
9.05,0.01,0.068,0.0
9.055,0.01,0.065,0.0
9.06,0.01,0.058,0.0
9.065,0.011,0.055,0.0
9.07,0.012,0.055,0.0
9.075,0.012,0.05,0.0
9.08,0.012,0.047,0.0
9.085,0.012,0.045,0.0
9.09,0.012,0.05,0.0
9.095,0.013,0.047,0.0
9.1,0.013,0.043,0.0
9.105,0.014,0.04,0.0
9.11,0.014,0.043,0.0
9.115,0.013,0.037,0.0
9.12,0.014,0.035,0.0
9.125,0.014,0.035,0.0
9.13,0.015,0.035,0.0
9.135,0.014,0.03,0.0
9.14,0.014,0.025,0.0
9.145,0.015,0.027,0.0
9.15,0.015,0.022,0.0
9.155,0.014,0.022,0.0
9.16,0.016,0.02,0.0
9.165,0.016,0.025,0.0
9.17,0.016,0.02,0.0
9.175,0.016,0.02,0.0
9.18,0.016,0.02,0.0
9.185,0.015,0.02,0.0
9.19,0.016,0.018,0.0
9.195,0.016,0.02,0.0
9.2,0.017,0.018,0.0
9.205,0.016,0.02,0.0
9.21,0.016,0.018,0.0
9.215,0.017,0.015,0.0
9.22,0.016,0.018,0.0
9.225,0.016,0.02,0.0
9.23,0.016,0.018,0.0
9.235,0.016,0.018,0.0
9.24,0.016,0.018,0.0
9.245,0.016,0.018,0.0
9.25,0.016,0.018,0.0
9.255,0.016,0.015,0.0
9.26,0.016,0.018,0.0
9.265,0.016,0.015,0.0
9.27,0.016,0.015,0.0
9.275,0.017,0.015,0.0
9.28,0.016,0.018,0.0
9.285,0.016,0.018,0.0
9.29,0.016,0.015,0.0
9.295,0.016,0.02,0.0
9.3,0.016,0.018,0.0
9.305,0.016,0.018,0.0
9.31,0.016,0.018,0.0
9.315,0.016,0.015,0.0
9.32,0.016,0.018,0.0
9.325,0.017,0.018,0.0
9.33,0.016,0.015,0.0
9.335,0.016,0.018,0.0
9.34,0.016,0.018,0.0
9.345,0.017,0.018,0.0
9.35,0.016,0.018,0.0
9.355,0.016,0.02,0.0
9.36,0.016,0.018,0.0
9.365,0.017,0.018,0.0
9.37,0.016,0.018,0.0
9.375,0.017,0.02,0.0
9.38,0.017,0.018,0.0
9.385,0.016,0.018,0.0
9.39,0.016,0.02,0.0
9.395,0.017,0.02,0.0
9.4,0.016,0.018,0.0
9.405,0.016,0.018,0.0
9.41,0.016,0.018,0.0
9.415,0.016,0.02,0.0
9.42,0.016,0.02,0.0
9.425,0.016,0.018,0.0
9.43,0.017,0.02,0.0
9.435,0.017,0.02,0.0
9.44,0.016,0.02,0.0
9.445,0.016,0.018,0.0
9.45,0.016,0.02,0.0
9.455,0.016,0.02,0.0
9.46,0.017,0.018,0.0
9.465,0.016,0.02,0.0
9.47,0.016,0.02,0.0
9.475,0.016,0.02,0.0
9.48,0.016,0.02,0.0
9.485,0.016,0.018,0.0
9.49,0.017,0.02,0.0
9.495,0.016,0.02,0.0
9.5,0.016,0.018,0.0
9.505,0.016,0.02,0.0
9.51,0.016,0.02,0.0
9.515,0.015,0.018,0.0
9.52,0.016,0.018,0.0
9.525,0.017,0.02,0.0
9.53,0.017,0.02,0.0
9.535,0.016,0.02,0.0
9.54,0.017,0.018,0.0
9.545,0.016,0.018,0.0
9.55,0.016,0.02,0.0
9.555,0.016,0.018,0.0
9.56,0.017,0.018,0.0
9.565,0.016,0.02,0.0
9.57,0.016,0.018,0.0
9.575,0.016,0.018,0.0
9.58,0.016,0.02,0.0
9.585,0.016,0.02,0.0
9.59,0.016,0.018,0.0
9.595,0.017,0.022,0.0
9.6,0.016,0.02,0.0
9.605,0.016,0.022,0.0
9.61,0.016,0.02,0.0
9.615,0.016,0.02,0.0
9.62,0.016,0.02,0.0
9.625,0.016,0.025,0.0
9.63,0.016,0.02,0.0
9.635,0.016,0.02,0.0
9.64,0.017,0.022,0.0
9.645,0.017,0.022,0.0
9.65,0.016,0.022,0.0
9.655,0.017,0.022,0.0
9.66,0.017,0.025,0.0
9.665,0.017,0.025,0.0
9.67,0.016,0.022,0.0
9.675,0.017,0.022,0.0
9.68,0.016,0.022,0.0
9.685,0.016,0.022,0.0
9.69,0.016,0.02,0.0
9.695,0.017,0.025,0.0
9.7,0.017,0.025,0.0
9.705,0.016,0.022,0.0
9.71,0.016,0.022,0.0
9.715,0.017,0.025,0.0
9.72,0.016,0.022,0.0
9.725,0.016,0.022,0.0
9.73,0.016,0.025,0.0
9.735,0.017,0.025,0.0
9.74,0.016,0.025,0.0
9.745,0.016,0.025,0.0
9.75,0.017,0.025,0.0
9.755,0.017,0.025,0.0
9.76,0.017,0.022,0.0
9.765,0.016,0.025,0.0
9.77,0.016,0.025,0.0
9.775,0.016,0.022,0.0
9.78,0.016,0.025,0.0
9.785,0.016,0.022,0.0
9.79,0.017,0.025,0.0
9.795,0.016,0.025,0.0
9.8,0.016,0.025,0.0
9.805,0.017,0.025,0.0
9.81,0.017,0.025,0.0
9.815,0.016,0.025,0.0
9.82,0.018,0.025,0.0
9.825,0.016,0.025,0.0
9.83,0.017,0.027,0.0
9.835,0.016,0.025,0.0
9.84,0.017,0.025,0.0
9.845,0.016,0.027,0.0
9.85,0.017,0.025,0.0
9.855,0.016,0.022,0.0
9.86,0.016,0.025,0.0
9.865,0.016,0.027,0.0
9.87,0.018,0.027,0.0
9.875,0.016,0.025,0.0
9.88,0.017,0.027,0.0
9.885,0.016,0.027,0.0
9.89,0.016,0.03,0.0
9.895,0.016,0.025,0.0
9.9,0.016,0.027,0.0
9.905,0.017,0.025,0.0
9.91,0.016,0.027,0.0
9.915,0.016,0.027,0.0
9.92,0.016,0.027,0.0
9.925,0.018,0.027,0.0
9.93,0.017,0.027,0.0
9.935,0.016,0.025,0.0
9.94,0.016,0.03,0.0
9.945,0.016,0.027,0.0
9.95,0.016,0.027,0.0
9.955,0.016,0.027,0.0
9.96,0.016,0.03,0.0
9.965,0.016,0.027,0.0
9.97,0.016,0.027,0.0
9.975,0.016,0.03,0.0
9.98,0.016,0.03,0.0
9.985,0.018,0.03,0.0
9.99,0.017,0.03,0.0
9.995,0.016,0.027,0.0
10.0,0.016,0.03,0.0
