Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
0.475,0.016,0.03,0.0
0.48,0.016,0.03,0.0
0.485,0.017,0.03,0.0
0.49,0.017,0.03,0.0
0.495,0.016,0.03,0.0
0.5,0.017,0.03,0.0
0.505,0.016,0.03,0.0
0.51,0.444,0.035,3.0
0.515,0.572,0.41,3.0
0.52,0.548,0.768,3.0
0.525,0.513,1.067,3.0
0.53,0.479,1.3,3.0
0.535,0.474,1.515,3.0
0.54,0.463,1.675,3.0
0.545,0.421,1.815,3.0
0.55,0.421,1.955,3.0
0.555,0.417,2.058,3.0
0.56,0.38,2.2,3.0
0.565,0.398,2.27,3.0
0.57,0.381,2.382,3.0
0.575,0.378,2.467,3.0
0.58,0.362,2.545,3.0
0.585,0.336,2.648,3.0
0.59,0.359,2.657,3.0
0.595,0.321,2.795,3.0
0.6,0.347,2.79,3.0
0.605,0.309,2.923,3.0
0.61,0.317,2.945,3.0
0.615,0.32,3.003,3.0
0.62,0.303,3.05,3.0
0.625,0.319,3.08,3.0
0.63,0.275,3.158,3.0
0.635,0.314,3.175,3.0
0.64,0.269,3.275,3.0
0.645,0.275,3.295,3.0
0.65,0.278,3.363,3.0
0.655,0.255,3.4,3.0
0.66,0.28,3.395,3.0
0.665,0.25,3.515,3.0
0.67,0.24,3.505,3.0
0.675,0.259,3.543,3.0
0.68,0.228,3.598,3.0
0.685,0.231,3.613,3.0
0.69,0.247,3.645,3.0
0.695,0.218,3.693,3.0
0.7,0.22,3.7,3.0
0.705,0.238,3.737,3.0
0.71,0.207,3.815,3.0
0.715,0.199,3.812,3.0
0.72,0.234,3.767,3.0
0.725,0.227,3.848,3.0
0.73,0.184,3.882,3.0
0.735,0.213,3.87,3.0
0.74,0.226,3.89,3.0
0.745,0.19,3.952,3.0
0.75,0.184,3.957,3.0
0.755,0.216,3.943,3.0
0.76,0.206,3.995,3.0
0.765,0.165,4.05,3.0
0.77,0.183,4.047,3.0
0.775,0.216,4.037,3.0
0.78,0.205,4.088,3.0
0.785,0.157,4.105,3.0
0.79,0.175,4.105,3.0
0.795,0.211,4.108,3.0
0.8,0.197,4.15,3.0
0.805,0.149,4.168,3.0
0.81,0.174,4.16,3.0
0.815,0.202,4.125,3.0
0.82,0.19,4.193,3.0
0.825,0.162,4.235,3.0
0.83,0.155,4.202,3.0
0.835,0.188,4.227,3.0
0.84,0.193,4.212,3.0
0.845,0.161,4.285,3.0
0.85,0.146,4.295,3.0
0.855,0.158,4.243,3.0
0.86,0.197,4.26,3.0
0.865,0.179,4.283,3.0
0.87,0.15,4.33,3.0
0.875,0.142,4.3,3.0
0.88,0.174,4.305,3.0
0.885,0.179,4.29,3.0
0.89,0.179,4.363,3.0
0.895,0.132,4.36,3.0
0.9,0.147,4.332,3.0
0.905,0.169,4.347,3.0
0.91,0.178,4.307,3.0
0.915,0.17,4.423,3.0
0.92,0.126,4.383,3.0
0.925,0.146,4.358,3.0
0.93,0.169,4.372,3.0
0.935,0.175,4.345,3.0
0.94,0.17,4.443,3.0
0.945,0.126,4.418,3.0
0.95,0.137,4.387,3.0
0.955,0.162,4.41,3.0
0.96,0.169,4.38,3.0
0.965,0.164,4.432,3.0
0.97,0.135,4.455,3.0
0.975,0.129,4.443,3.0
0.98,0.148,4.4,3.0
0.985,0.179,4.423,3.0
0.99,0.165,4.44,3.0
0.995,0.136,4.457,3.0
1.0,0.125,4.493,3.0
1.005,0.138,4.448,3.0
1.01,0.164,4.408,3.0
1.015,0.168,4.445,3.0
1.02,0.163,4.517,3.0
1.025,0.123,4.48,3.0
1.03,0.132,4.46,3.0
1.035,0.158,4.46,3.0
1.04,0.169,4.45,3.0
1.045,0.163,4.467,3.0
1.05,0.137,4.493,3.0
1.055,0.123,4.52,3.0
1.06,0.14,4.472,3.0
1.065,0.162,4.432,3.0
1.07,0.169,4.45,3.0
1.075,0.166,4.54,3.0
1.08,0.127,4.52,3.0
1.085,0.126,4.495,3.0
1.09,0.144,4.457,3.0
1.095,0.177,4.472,3.0
1.1,0.169,4.503,3.0
1.105,0.141,4.523,3.0
1.11,0.116,4.505,3.0
1.115,0.131,4.497,3.0
1.12,0.161,4.505,3.0
1.125,0.165,4.48,3.0
1.13,0.159,4.505,3.0
1.135,0.134,4.525,3.0
1.14,0.118,4.545,3.0
1.145,0.135,4.507,3.0
1.15,0.158,4.467,3.0
1.155,0.165,4.465,3.0
1.16,0.162,4.545,3.0
1.165,0.13,4.557,3.0
1.17,0.123,4.557,3.0
1.175,0.133,4.493,3.0
1.18,0.163,4.477,3.0
1.185,0.167,4.51,3.0
1.19,0.161,4.577,3.0
1.195,0.123,4.552,3.0
1.2,0.119,4.532,3.0
1.205,0.14,4.487,3.0
1.21,0.167,4.493,3.0
1.215,0.169,4.535,3.0
1.22,0.149,4.577,3.0
1.225,0.116,4.54,3.0
1.23,0.124,4.515,3.0
1.235,0.142,4.503,3.0
1.24,0.172,4.512,3.0
1.245,0.164,4.54,3.0
1.25,0.14,4.565,3.0
1.255,0.113,4.538,3.0
1.26,0.125,4.52,3.0
1.265,0.15,4.52,3.0
1.27,0.169,4.525,3.0
1.275,0.162,4.54,3.0
1.28,0.135,4.568,3.0
1.285,0.111,4.548,3.0
1.29,0.131,4.523,3.0
1.295,0.15,4.535,3.0
1.3,0.168,4.525,3.0
1.305,0.157,4.535,3.0
1.31,0.133,4.55,3.0
1.315,0.113,4.552,3.0
1.32,0.128,4.54,3.0
1.325,0.155,4.543,3.0
1.33,0.162,4.528,3.0
1.335,0.156,4.545,3.0
1.34,0.131,4.56,3.0
1.345,0.109,4.565,3.0
1.35,0.131,4.535,3.0
1.355,0.152,4.545,3.0
1.36,0.164,4.528,3.0
1.365,0.155,4.545,3.0
1.37,0.131,4.55,3.0
1.375,0.112,4.568,3.0
1.38,0.127,4.548,3.0
1.385,0.154,4.55,3.0
1.39,0.16,4.532,3.0
1.395,0.155,4.545,3.0
1.4,0.129,4.565,3.0
1.405,0.11,4.557,3.0
1.41,0.13,4.545,3.0
1.415,0.15,4.55,3.0
1.42,0.166,4.528,3.0
1.425,0.157,4.552,3.0
1.43,0.132,4.568,3.0
1.435,0.112,4.557,3.0
1.44,0.124,4.545,3.0
1.445,0.15,4.552,3.0
1.45,0.163,4.543,3.0
1.455,0.158,4.557,3.0
1.46,0.13,4.58,3.0
1.465,0.109,4.555,3.0
1.47,0.124,4.535,3.0
1.475,0.146,4.545,3.0
1.48,0.168,4.54,3.0
1.485,0.16,4.56,3.0
1.49,0.137,4.59,3.0
1.495,0.111,4.565,3.0
1.5,0.122,4.543,3.0
1.505,0.142,4.535,3.0
1.51,0.165,4.54,3.0
1.515,0.162,4.57,3.0
1.52,0.14,4.6,3.0
1.525,0.112,4.568,3.0
1.53,0.119,4.552,3.0
1.535,0.137,4.525,3.0
1.54,0.167,4.53,3.0
1.545,0.162,4.562,3.0
1.55,0.152,4.613,3.0
1.555,0.117,4.585,3.0
1.56,0.119,4.568,3.0
1.565,0.132,4.525,3.0
1.57,0.16,4.51,3.0
1.575,0.161,4.555,3.0
1.58,0.153,4.617,3.0
1.585,0.121,4.588,3.0
1.59,0.119,4.582,3.0
1.595,0.129,4.53,3.0
1.6,0.159,4.507,3.0
1.605,0.157,4.54,3.0
1.61,0.156,4.613,3.0
1.615,0.128,4.6,3.0
1.62,0.116,4.6,3.0
1.625,0.127,4.543,3.0
1.63,0.153,4.503,3.0
1.635,0.155,4.517,3.0
1.64,0.153,4.593,3.0
1.645,0.128,4.595,3.0
1.65,0.118,4.608,3.0
1.655,0.126,4.557,3.0
1.66,0.152,4.548,3.0
1.665,0.152,4.52,3.0
1.67,0.15,4.568,3.0
1.675,0.126,4.588,3.0
1.68,0.113,4.608,3.0
1.685,0.13,4.568,3.0
1.69,0.15,4.555,3.0
1.695,0.154,4.532,3.0
1.7,0.149,4.555,3.0
1.705,0.126,4.575,3.0
1.71,0.11,4.59,3.0
1.715,0.125,4.562,3.0
1.72,0.149,4.568,3.0
1.725,0.158,4.565,3.0
1.73,0.152,4.57,3.0
1.735,0.126,4.593,3.0
1.74,0.107,4.573,3.0
1.745,0.123,4.552,3.0
1.75,0.139,4.55,3.0
1.755,0.166,4.555,3.0
1.76,0.159,4.58,3.0
1.765,0.142,4.613,3.0
1.77,0.112,4.582,3.0
1.775,0.116,4.573,3.0
1.78,0.132,4.535,3.0
1.785,0.161,4.528,3.0
1.79,0.159,4.57,3.0
1.795,0.15,4.63,3.0
1.8,0.119,4.597,3.0
1.805,0.116,4.597,3.0
1.81,0.124,4.543,3.0
1.815,0.156,4.523,3.0
1.82,0.154,4.543,3.0
1.825,0.153,4.615,3.0
1.83,0.126,4.613,3.0
1.835,0.115,4.622,3.0
1.84,0.125,4.57,3.0
1.845,0.15,4.532,3.0
1.85,0.152,4.525,3.0
1.855,0.148,4.577,3.0
1.86,0.126,4.595,3.0
1.865,0.113,4.61,3.0
1.87,0.125,4.575,3.0
1.875,0.15,4.577,3.0
1.88,0.153,4.548,3.0
1.885,0.148,4.568,3.0
1.89,0.123,4.595,3.0
1.895,0.108,4.588,3.0
1.9,0.125,4.562,3.0
1.905,0.142,4.57,3.0
1.91,0.162,4.562,3.0
1.915,0.154,4.577,3.0
1.92,0.135,4.608,3.0
1.925,0.108,4.585,3.0
1.93,0.118,4.565,3.0
1.935,0.135,4.548,3.0
1.94,0.162,4.552,3.0
1.945,0.158,4.585,3.0
1.95,0.147,4.635,3.0
1.955,0.116,4.608,3.0
1.96,0.118,4.595,3.0
1.965,0.126,4.54,3.0
1.97,0.157,4.528,3.0
1.975,0.154,4.555,3.0
1.98,0.154,4.62,3.0
1.985,0.127,4.62,3.0
1.99,0.118,4.63,3.0
1.995,0.128,4.568,3.0
2.0,0.148,4.532,3.0
2.005,-0.315,4.53,0.0
2.01,-0.448,4.227,0.0
2.015,-0.426,3.837,0.0
2.02,-0.378,3.537,0.0
2.025,-0.351,3.285,0.0
2.03,-0.337,3.097,0.0
2.035,-0.313,2.892,0.0
2.04,-0.308,2.822,0.0
2.045,-0.275,2.628,0.0
2.05,-0.277,2.578,0.0
2.055,-0.261,2.435,0.0
2.06,-0.25,2.338,0.0
2.065,-0.248,2.275,0.0
2.07,-0.222,2.175,0.0
2.075,-0.227,2.105,0.0
2.08,-0.212,1.982,0.0
2.085,-0.197,1.95,0.0
2.09,-0.206,1.875,0.0
2.095,-0.187,1.797,0.0
2.1,-0.175,1.755,0.0
2.105,-0.183,1.7,0.0
2.11,-0.168,1.608,0.0
2.115,-0.157,1.553,0.0
2.12,-0.158,1.528,0.0
2.125,-0.154,1.482,0.0
2.13,-0.138,1.415,0.0
2.135,-0.137,1.378,0.0
2.14,-0.137,1.325,0.0
2.145,-0.13,1.29,0.0
2.15,-0.123,1.235,0.0
2.155,-0.115,1.183,0.0
2.16,-0.116,1.18,0.0
2.165,-0.115,1.125,0.0
2.17,-0.111,1.087,0.0
2.175,-0.1,1.048,0.0
2.18,-0.094,1.002,0.0
2.185,-0.094,0.988,0.0
2.19,-0.094,0.962,0.0
2.195,-0.09,0.933,0.0
2.2,-0.08,0.885,0.0
2.205,-0.076,0.847,0.0
2.21,-0.073,0.822,0.0
2.215,-0.072,0.8,0.0
2.22,-0.072,0.788,0.0
2.225,-0.072,0.763,0.0
2.23,-0.067,0.74,0.0
2.235,-0.063,0.71,0.0
2.24,-0.06,0.688,0.0
2.245,-0.056,0.67,0.0
2.25,-0.054,0.65,0.0
2.255,-0.052,0.627,0.0
2.26,-0.052,0.608,0.0
2.265,-0.05,0.593,0.0
2.27,-0.049,0.577,0.0
2.275,-0.045,0.54,0.0
2.28,-0.043,0.53,0.0
2.285,-0.04,0.512,0.0
2.29,-0.036,0.49,0.0
2.295,-0.036,0.485,0.0
2.3,-0.034,0.47,0.0
2.305,-0.033,0.463,0.0
2.31,-0.032,0.455,0.0
2.315,-0.032,0.44,0.0
2.32,-0.031,0.435,0.0
2.325,-0.032,0.417,0.0
2.33,-0.03,0.413,0.0
2.335,-0.027,0.393,0.0
2.34,-0.025,0.38,0.0
2.345,-0.024,0.365,0.0
2.35,-0.021,0.353,0.0
2.355,-0.02,0.345,0.0
2.36,-0.018,0.322,0.0
2.365,-0.017,0.325,0.0
2.37,-0.016,0.308,0.0
2.375,-0.014,0.303,0.0
2.38,-0.014,0.295,0.0
2.385,-0.014,0.285,0.0
2.39,-0.012,0.275,0.0
2.395,-0.011,0.27,0.0
2.4,-0.009,0.26,0.0
2.405,-0.007,0.245,0.0
2.41,-0.007,0.235,0.0
2.415,-0.007,0.227,0.0
2.42,-0.005,0.22,0.0
2.425,-0.005,0.213,0.0
2.43,-0.004,0.205,0.0
2.435,-0.004,0.203,0.0
2.44,-0.004,0.195,0.0
2.445,-0.002,0.188,0.0
2.45,-0.001,0.18,0.0
2.455,-0.001,0.178,0.0
2.46,-0.001,0.172,0.0
2.465,0.001,0.162,0.0
2.47,0.002,0.16,0.0
2.475,0.002,0.157,0.0
2.48,0.003,0.15,0.0
2.485,0.003,0.15,0.0
2.49,0.002,0.148,0.0
2.495,0.004,0.142,0.0
2.5,0.004,0.14,0.0
2.505,0.005,0.135,0.0
2.51,0.005,0.132,0.0
2.515,0.005,0.13,0.0
2.52,0.005,0.13,0.0
2.525,0.006,0.127,0.0
2.53,0.005,0.125,0.0
2.535,0.006,0.12,0.0
2.54,0.005,0.117,0.0
2.545,0.008,0.12,0.0
2.55,0.007,0.12,0.0
2.555,0.007,0.115,0.0
2.56,0.007,0.11,0.0
2.565,0.008,0.108,0.0
2.57,0.008,0.108,0.0
2.575,0.009,0.108,0.0
2.58,0.009,0.1,0.0
2.585,0.009,0.098,0.0
2.59,0.009,0.098,0.0
2.595,0.009,0.098,0.0
2.6,0.009,0.095,0.0
2.605,0.009,0.093,0.0
2.61,0.01,0.087,0.0
2.615,0.01,0.082,0.0
2.62,0.01,0.082,0.0
2.625,0.01,0.08,0.0
2.63,0.011,0.08,0.0
2.635,0.01,0.08,0.0
2.64,0.01,0.082,0.0
2.645,0.01,0.08,0.0
2.65,0.01,0.078,0.0
2.655,0.01,0.075,0.0
2.66,0.011,0.075,0.0
2.665,0.01,0.075,0.0
2.67,0.01,0.078,0.0
2.675,0.012,0.075,0.0
2.68,0.011,0.07,0.0
2.685,0.012,0.07,0.0
2.69,0.013,0.065,0.0
2.695,0.012,0.06,0.0
2.7,0.013,0.06,0.0
2.705,0.012,0.06,0.0
2.71,0.013,0.058,0.0
2.715,0.013,0.052,0.0
2.72,0.013,0.058,0.0
2.725,0.013,0.055,0.0
2.73,0.013,0.055,0.0
2.735,0.012,0.055,0.0
2.74,0.013,0.06,0.0
2.745,0.013,0.058,0.0
2.75,0.013,0.055,0.0
2.755,0.012,0.058,0.0
2.76,0.013,0.058,0.0
2.765,0.013,0.055,0.0
2.77,0.013,0.055,0.0
2.775,0.013,0.052,0.0
2.78,0.013,0.052,0.0
2.785,0.014,0.052,0.0
2.79,0.013,0.05,0.0
2.795,0.014,0.047,0.0
2.8,0.014,0.047,0.0
2.805,0.014,0.047,0.0
2.81,0.014,0.045,0.0
2.815,0.014,0.05,0.0
2.82,0.013,0.05,0.0
2.825,0.014,0.05,0.0
2.83,0.015,0.045,0.0
2.835,0.015,0.047,0.0
2.84,0.016,0.043,0.0
2.845,0.016,0.037,0.0
2.85,0.015,0.032,0.0
2.855,0.017,0.035,0.0
2.86,0.016,0.032,0.0
2.865,0.016,0.032,0.0
2.87,0.016,0.032,0.0
2.875,0.016,0.032,0.0
2.88,0.015,0.03,0.0
2.885,0.016,0.027,0.0
2.89,0.016,0.03,0.0
2.895,0.016,0.03,0.0
2.9,0.016,0.03,0.0
2.905,0.016,0.03,0.0
2.91,0.016,0.032,0.0
2.915,0.016,0.032,0.0
2.92,0.016,0.03,0.0
2.925,0.016,0.03,0.0
2.93,0.016,0.032,0.0
2.935,0.015,0.032,0.0
2.94,0.016,0.03,0.0
2.945,0.016,0.03,0.0
2.95,0.016,0.032,0.0
2.955,0.016,0.03,0.0
2.96,0.016,0.03,0.0
2.965,0.016,0.032,0.0
2.97,0.016,0.032,0.0
2.975,0.016,0.03,0.0
2.98,0.016,0.03,0.0
2.985,0.016,0.03,0.0
2.99,0.016,0.032,0.0
2.995,0.016,0.03,0.0
3.0,0.016,0.027,0.0
3.005,0.016,0.03,0.0
3.01,0.016,0.032,0.0
3.015,0.016,0.03,0.0
3.02,0.017,0.03,0.0
3.025,0.016,0.032,0.0
3.03,0.016,0.035,0.0
3.035,0.016,0.03,0.0
3.04,0.016,0.03,0.0
3.045,0.015,0.03,0.0
3.05,0.016,0.03,0.0
3.055,0.016,0.03,0.0
3.06,0.016,0.03,0.0
3.065,0.016,0.03,0.0
3.07,0.016,0.032,0.0
3.075,0.017,0.027,0.0
3.08,0.016,0.032,0.0
3.085,0.016,0.032,0.0
3.09,0.016,0.03,0.0
3.095,0.016,0.027,0.0
3.1,0.015,0.03,0.0
3.105,0.016,0.03,0.0
3.11,0.016,0.027,0.0
3.115,0.016,0.027,0.0
3.12,0.016,0.032,0.0
3.125,0.016,0.03,0.0
3.13,0.016,0.03,0.0
3.135,0.016,0.03,0.0
3.14,0.016,0.03,0.0
3.145,0.016,0.032,0.0
3.15,0.016,0.027,0.0
3.155,0.016,0.03,0.0
3.16,0.015,0.03,0.0
3.165,0.015,0.03,0.0
3.17,0.016,0.027,0.0
3.175,0.016,0.027,0.0
3.18,0.016,0.03,0.0
3.185,0.016,0.032,0.0
3.19,0.016,0.027,0.0
3.195,0.016,0.032,0.0
3.2,0.015,0.03,0.0
3.205,0.016,0.03,0.0
3.21,0.015,0.025,0.0
3.215,0.016,0.03,0.0
3.22,0.016,0.03,0.0
3.225,0.016,0.027,0.0
3.23,0.016,0.027,0.0
3.235,0.016,0.03,0.0
3.24,0.015,0.027,0.0
3.245,0.016,0.03,0.0
3.25,0.016,0.027,0.0
3.255,0.016,0.03,0.0
3.26,0.016,0.027,0.0
3.265,0.015,0.027,0.0
3.27,0.016,0.027,0.0
3.275,0.016,0.03,0.0
3.28,0.016,0.027,0.0
3.285,0.015,0.025,0.0
3.29,0.016,0.03,0.0
3.295,0.016,0.03,0.0
3.3,0.016,0.03,0.0
3.305,0.016,0.025,0.0
3.31,0.016,0.03,0.0
3.315,0.016,0.025,0.0
3.32,0.016,0.027,0.0
3.325,0.015,0.022,0.0
3.33,0.015,0.03,0.0
3.335,0.016,0.025,0.0
3.34,0.016,0.025,0.0
3.345,0.016,0.025,0.0
3.35,0.016,0.03,0.0
3.355,0.016,0.027,0.0
3.36,0.016,0.027,0.0
3.365,0.015,0.025,0.0
3.37,0.016,0.027,0.0
3.375,0.015,0.025,0.0
3.38,0.016,0.025,0.0
3.385,0.016,0.025,0.0
3.39,0.016,0.027,0.0
3.395,0.016,0.025,0.0
3.4,0.016,0.025,0.0
3.405,0.016,0.025,0.0
3.41,0.016,0.027,0.0
3.415,0.015,0.025,0.0
3.42,0.016,0.022,0.0
3.425,0.015,0.027,0.0
3.43,0.016,0.025,0.0
3.435,0.016,0.025,0.0
3.44,0.016,0.022,0.0
3.445,0.016,0.025,0.0
3.45,0.016,0.022,0.0
3.455,0.016,0.022,0.0
3.46,0.015,0.025,0.0
3.465,0.016,0.025,0.0
3.47,0.016,0.022,0.0
3.475,0.016,0.025,0.0
3.48,0.016,0.022,0.0
3.485,0.016,0.027,0.0
3.49,0.016,0.022,0.0
3.495,0.016,0.022,0.0
3.5,0.016,0.025,0.0
3.505,0.016,0.025,0.0
3.51,0.016,0.022,0.0
3.515,0.016,0.022,0.0
3.52,0.016,0.025,0.0
3.525,0.016,0.027,0.0
3.53,0.016,0.025,0.0
3.535,0.016,0.022,0.0
3.54,0.015,0.022,0.0
3.545,0.016,0.025,0.0
3.55,0.016,0.02,0.0
3.555,0.016,0.022,0.0
3.56,0.016,0.022,0.0
3.565,0.017,0.022,0.0
3.57,0.016,0.018,0.0
3.575,0.016,0.025,0.0
3.58,0.015,0.022,0.0
3.585,0.016,0.022,0.0
3.59,0.015,0.018,0.0
3.595,0.016,0.022,0.0
3.6,0.016,0.02,0.0
3.605,0.016,0.02,0.0
3.61,0.016,0.018,0.0
3.615,0.016,0.022,0.0
3.62,0.016,0.02,0.0
3.625,0.016,0.02,0.0
3.63,0.016,0.02,0.0
3.635,0.016,0.025,0.0
3.64,0.016,0.02,0.0
3.645,0.016,0.022,0.0
3.65,0.016,0.02,0.0
3.655,0.016,0.02,0.0
3.66,0.016,0.02,0.0
3.665,0.016,0.018,0.0
3.67,0.016,0.018,0.0
3.675,0.016,0.02,0.0
3.68,0.016,0.02,0.0
3.685,0.016,0.018,0.0
3.69,0.016,0.022,0.0
3.695,0.016,0.02,0.0
3.7,0.016,0.02,0.0
3.705,0.015,0.015,0.0
3.71,0.016,0.022,0.0
3.715,0.016,0.018,0.0
3.72,0.016,0.018,0.0
3.725,0.016,0.018,0.0
3.73,0.017,0.022,0.0
3.735,0.016,0.018,0.0
3.74,0.016,0.02,0.0
3.745,0.015,0.018,0.0
3.75,0.016,0.022,0.0
3.755,0.016,0.018,0.0
3.76,0.016,0.018,0.0
3.765,0.016,0.018,0.0
3.77,0.016,0.02,0.0
3.775,0.016,0.02,0.0
3.78,0.016,0.018,0.0
3.785,0.016,0.02,0.0
3.79,0.016,0.02,0.0
3.795,0.016,0.018,0.0
3.8,0.016,0.018,0.0
3.805,0.016,0.02,0.0
3.81,0.016,0.022,0.0
3.815,0.016,0.018,0.0
3.82,0.016,0.018,0.0
3.825,0.016,0.02,0.0
3.83,0.016,0.018,0.0
3.835,0.017,0.018,0.0
3.84,0.016,0.015,0.0
3.845,0.016,0.02,0.0
3.85,0.016,0.018,0.0
3.855,0.017,0.02,0.0
3.86,0.016,0.018,0.0
3.865,0.016,0.02,0.0
3.87,0.015,0.018,0.0
3.875,0.016,0.018,0.0
3.88,0.016,0.018,0.0
3.885,0.016,0.018,0.0
3.89,0.016,0.018,0.0
3.895,0.017,0.018,0.0
3.9,0.016,0.02,0.0
3.905,0.016,0.022,0.0
3.91,0.016,0.018,0.0
3.915,0.016,0.015,0.0
3.92,0.015,0.02,0.0
3.925,0.016,0.018,0.0
3.93,0.016,0.015,0.0
3.935,0.016,0.015,0.0
3.94,0.016,0.018,0.0
3.945,0.016,0.018,0.0
3.95,0.016,0.018,0.0
3.955,0.016,0.018,0.0
3.96,0.016,0.018,0.0
3.965,0.016,0.015,0.0
3.97,0.016,0.015,0.0
3.975,0.016,0.018,0.0
3.98,0.016,0.018,0.0
3.985,0.016,0.018,0.0
3.99,0.016,0.018,0.0
3.995,0.016,0.015,0.0
4.0,0.016,0.018,0.0
4.005,0.016,0.018,0.0
4.01,0.438,0.027,3.0
4.015,0.552,0.42,3.0
4.02,0.518,0.79,3.0
4.025,0.496,1.08,3.0
4.03,0.488,1.315,3.0
4.035,0.45,1.53,3.0
4.04,0.431,1.712,3.0
4.045,0.422,1.825,3.0
4.05,0.398,1.957,3.0
4.055,0.382,2.115,3.0
4.06,0.402,2.192,3.0
4.065,0.358,2.295,3.0
4.07,0.381,2.37,3.0
4.075,0.352,2.492,3.0
4.08,0.348,2.57,3.0
4.085,0.324,2.62,3.0
4.09,0.335,2.7,3.0
4.095,0.312,2.765,3.0
4.1,0.322,2.84,3.0
4.105,0.296,2.882,3.0
4.11,0.305,2.97,3.0
4.115,0.28,3.058,3.0
4.12,0.295,3.08,3.0
4.125,0.255,3.158,3.0
4.13,0.294,3.188,3.0
4.135,0.256,3.285,3.0
4.14,0.255,3.282,3.0
4.145,0.282,3.298,3.0
4.15,0.233,3.372,3.0
4.155,0.264,3.42,3.0
4.16,0.261,3.457,3.0
4.165,0.229,3.523,3.0
4.17,0.263,3.498,3.0
4.175,0.225,3.613,3.0
4.18,0.23,3.585,3.0
4.185,0.243,3.632,3.0
4.19,0.214,3.7,3.0
4.195,0.215,3.68,3.0
4.2,0.241,3.702,3.0
4.205,0.214,3.807,3.0
4.21,0.195,3.82,3.0
4.215,0.225,3.785,3.0
